percent,percentPotential,currency,buySymbol,buyPrice,buyPricePotential,sellSymbol,sellPrice,sellPricePotential,buy_ExtraPercent,sell_ExtraPercent,endTimeOrder,
-0.4468237990544135429261979400%,-0.4468237990544135429261979400%,nuls,buy-nuls_usdt,0.0001091672793850727275847366,0.0001091672793850727275847366,sell-nuls_bnb,0.0001086794940000,0.0001086794940000,100.00%,0.00%,30/12/2018 23:43:01,
-0.6550455920436987225522839500%,-0.6550455920436987225522839500%,nxs,buy-nxs_eth,0.0000919020000000,0.0000919020000000,sell-nxs_btc,0.00009130,0.00009130,100.00%,0.00%,30/12/2018 23:43:01,
-0.3105376344086021505376344100%,-0.3105376344086021505376344100%,oax,buy-oax_btc,0.00002325,0.00002325,sell-oax_eth,0.0000231778000000,0.0000231778000000,100.00%,0.00%,30/12/2018 23:43:01,
-0.1823853273560945676445020200%,-0.1823853273560945676445020200%,omg,buy-omg_eth,0.0003666687500000,0.0003666687500000,sell-omg_btc,0.00036600,0.00036600,100.00%,0.00%,30/12/2018 23:43:01,
-0.2663059296977660972404947900%,-0.2663059296977660972404947900%,ont,buy-ont_usdt,0.0001607280282699692298756655,0.0001607280282699692298756655,sell-ont_btc,0.00016030,0.00016030,100.00%,0.00%,30/12/2018 23:43:01,
-0.2961688456685089949819200300%,-0.2961688456685089949819200300%,ost,buy-ost_eth,0.0000064992487500,0.0000064992487500,sell-ost_btc,0.00000648,0.00000648,100.00%,0.00%,30/12/2018 23:43:01,
-0.1227242990654205607476635500%,-0.1227242990654205607476635500%,phx,buy-phx_btc,0.00000214,0.00000214,sell-phx_bnb,0.0000021373737000,0.0000021373737000,100.00%,0.00%,30/12/2018 23:43:01,
-0.8255455957278696564313543900%,-0.8255455957278696564313543900%,pivx,buy-pivx_eth,0.0002660967500000,0.0002660967500000,sell-pivx_btc,0.00026390,0.00026390,100.00%,0.00%,30/12/2018 23:43:01,
-0.1450471698113207547169811300%,-0.1450471698113207547169811300%,poa,buy-poa_btc,0.00000742,0.00000742,sell-poa_eth,0.0000074092375000,0.0000074092375000,100.00%,0.00%,30/12/2018 23:43:01,
-0.8505166617608328556600412100%,-0.8505166617608328556600412100%,poe,buy-poe_eth,0.0000013716662500,0.0000013716662500,sell-poe_btc,0.00000136,0.00000136,100.00%,0.00%,30/12/2018 23:43:01,
-0.3951438284518828451882845200%,-0.3951438284518828451882845200%,poly,buy-poly_btc,0.00003824,0.00003824,sell-poly_bnb,0.0000380888970000,0.0000380888970000,100.00%,0.00%,30/12/2018 23:43:01,
-0.7727205353664069664025668800%,-0.7727205353664069664025668800%,powr,buy-powr_bnb,0.0000210022890000,0.0000210022890000,sell-powr_btc,0.00002084,0.00002084,100.00%,0.00%,30/12/2018 23:43:01,
-0.6578570842994433041038340700%,-0.6578570842994433041038340700%,ppt,buy-ppt_eth,0.0004040581250000,0.0004040581250000,sell-ppt_btc,0.00040140,0.00040140,100.00%,0.00%,30/12/2018 23:43:01,
-0.4353318975993200087729984300%,-0.4353318975993200087729984300%,qkc,buy-qkc_eth,0.0000104354287500,0.0000104354287500,sell-qkc_btc,0.00001039,0.00001039,100.00%,0.00%,30/12/2018 23:43:01,
-0.3756268156838073386007438500%,-0.3756268156838073386007438500%,qlc,buy-qlc_eth,0.0000067553750000,0.0000067553750000,sell-qlc_btc,0.00000673,0.00000673,100.00%,0.00%,30/12/2018 23:43:01,
-0.1243721518987341772151898700%,-0.1243721518987341772151898700%,qsp,buy-qsp_btc,0.00000395,0.00000395,sell-qsp_bnb,0.0000039450873000,0.0000039450873000,100.00%,0.00%,30/12/2018 23:43:01,
-0.1160122688620158450704141400%,-0.1160122688620158450704141400%,qtum,buy-qtum_usdt,0.0005998260187736039590629302,0.0005998260187736039590629302,sell-qtum_bnb,0.0005991301470000,0.0005991301470000,100.00%,0.00%,30/12/2018 23:43:01,
-0.6942264224136799585547037700%,-0.6942264224136799585547037700%,rcn,buy-rcn_bnb,0.0000031619511000,0.0000031619511000,sell-rcn_btc,0.00000314,0.00000314,100.00%,0.00%,30/12/2018 23:43:01,
-0.3954737528687227859041106600%,-0.3954737528687227859041106600%,rdn,buy-rdn_bnb,0.0000666903930000,0.0000666903930000,sell-rdn_eth,0.0000664266500000,0.0000664266500000,100.00%,0.00%,30/12/2018 23:43:01,
-0.2609050958851253154385380600%,-0.2609050958851253154385380600%,ren,buy-ren_bnb,0.0000054943350000,0.0000054943350000,sell-ren_btc,0.00000548,0.00000548,100.00%,0.00%,30/12/2018 23:43:01,
-0.2677188422328811097709585800%,-0.2677188422328811097709585800%,rep,buy-rep_bnb,0.0021497553000000,0.0021497553000000,sell-rep_btc,0.00214400,0.00214400,100.00%,0.00%,30/12/2018 23:43:01,
-0.3273529745118040415758278800%,-0.3273529745118040415758278800%,req,buy-req_eth,0.0000059996400000,0.0000059996400000,sell-req_btc,0.00000598,0.00000598,100.00%,0.00%,30/12/2018 23:43:01,
-0.3000355029585798816568047300%,-0.3000355029585798816568047300%,rlc,buy-rlc_btc,0.00005070,0.00005070,sell-rlc_bnb,0.0000505478820000,0.0000505478820000,100.00%,0.00%,30/12/2018 23:43:01,
-0.4298385269121813031161473100%,-0.4298385269121813031161473100%,rvn,buy-rvn_btc,0.00000353,0.00000353,sell-rvn_bnb,0.0000035148267000,0.0000035148267000,100.00%,0.00%,30/12/2018 23:43:01,
-0.2950533763901553310690010800%,-0.2950533763901553310690010800%,salt,buy-salt_eth,0.0000627852500000,0.0000627852500000,sell-salt_btc,0.00006260,0.00006260,100.00%,0.00%,30/12/2018 23:43:01,
-0.5868526112578388491878050900%,-0.5868526112578388491878050900%,sc,buy-sc_eth,0.0000007141912500,0.0000007141912500,sell-sc_btc,0.00000071,0.00000071,100.00%,0.00%,30/12/2018 23:43:01,
-0.5535771822422705686227813300%,-0.5535771822422705686227813300%,sky,buy-sky_eth,0.0002676862500000,0.0002676862500000,sell-sky_bnb,0.0002662044000000,0.0002662044000000,100.00%,0.00%,30/12/2018 23:43:01,
-0.4334101422718821532707669500%,-0.4334101422718821532707669500%,sngls,buy-sngls_eth,0.0000027921012500,0.0000027921012500,sell-sngls_btc,0.00000278,0.00000278,100.00%,0.00%,30/12/2018 23:43:01,
-0.1973330618892508143322475600%,-0.1973330618892508143322475600%,snm,buy-snm_btc,0.00000614,0.00000614,sell-snm_eth,0.0000061278837500,0.0000061278837500,100.00%,0.00%,30/12/2018 23:43:01,
-0.1863188714399787064146925700%,-0.1863188714399787064146925700%,snt,buy-snt_eth,0.0000046586800000,0.0000046586800000,sell-snt_btc,0.00000465,0.00000465,100.00%,0.00%,30/12/2018 23:43:01,
-0.519031141868512110726643600%,-0.519031141868512110726643600%,steem,buy-steem_eth,0.0000716720000000,0.0000716720000000,sell-steem_btc,0.00007130,0.00007130,100.00%,0.00%,30/12/2018 23:43:01,
-0.7244588148933935104834172300%,-0.7244588148933935104834172300%,storj,buy-storj_eth,0.0000387910250000,0.0000387910250000,sell-storj_btc,0.00003851,0.00003851,100.00%,0.00%,30/12/2018 23:43:01,
-0.6879559004239618591466078300%,-0.6879559004239618591466078300%,storm,buy-storm_eth,0.0000007954725000,0.0000007954725000,sell-storm_btc,0.00000079,0.00000079,100.00%,0.00%,30/12/2018 23:43:01,
-0.1351737191940691282792605200%,-0.1351737191940691282792605200%,strat,buy-strat_eth,0.0003130231250000,0.0003130231250000,sell-strat_btc,0.00031260,0.00031260,100.00%,0.00%,30/12/2018 23:43:01,
-0.3817699728965390021991759700%,-0.3817699728965390021991759700%,sub,buy-sub_eth,0.0000137625412500,0.0000137625412500,sell-sub_btc,0.00001371,0.00001371,100.00%,0.00%,30/12/2018 23:43:01,
-0.2494758312824380589818801600%,-0.2494758312824380589818801600%,sys,buy-sys_bnb,0.0000130625880000,0.0000130625880000,sell-sys_btc,0.00001303,0.00001303,100.00%,0.00%,30/12/2018 23:43:01,
-0.4959685428310047151324634900%,-0.4959685428310047151324634900%,theta,buy-theta_bnb,0.0000129542490000,0.0000129542490000,sell-theta_btc,0.00001289,0.00001289,100.00%,0.00%,30/12/2018 23:43:01,
-0.3122023809523809523809523800%,-0.3122023809523809523809523800%,tnb,buy-tnb_btc,0.00000084,0.00000084,sell-tnb_eth,0.0000008373775000,0.0000008373775000,100.00%,0.00%,30/12/2018 23:43:01,
-1.036261519508344389112266300%,-1.036261519508344389112266300%,tnt,buy-tnt_eth,0.0000031930887500,0.0000031930887500,sell-tnt_btc,0.00000316,0.00000316,100.00%,0.00%,30/12/2018 23:43:01,
-0.0666508709016393442616798100%,-0.0666508709016393442616798100%,trx,buy-trx_usdt,0.0000051534348091816678173012,0.0000051534348091816678173012,sell-trx_btc,0.00000515,0.00000515,100.00%,0.00%,30/12/2018 23:43:01,
-0.0153491952519867216577859500%,-0.0153491952519867216577859500%,tusd,buy-tusd_usdt,0.0002624502840065315562079485,0.0002624502840065315562079485,sell-tusd_btc,0.00026241,0.00026241,100.00%,0.00%,30/12/2018 23:43:01,
-0.2991880806542520051828909800%,-0.2991880806542520051828909800%,vet,buy-vet_eth,0.0000010949487500,0.0000010949487500,sell-vet_usdt,0.0000010916727938507272758474,0.0000010916727938507272758474,100.00%,0.00%,30/12/2018 23:43:01,
-0.4050785973397823458282950400%,-0.4050785973397823458282950400%,via,buy-via_btc,0.00008270,0.00008270,sell-via_eth,0.0000823650000000,0.0000823650000000,100.00%,0.00%,30/12/2018 23:43:01,
