percent,percentPotential,currency,buySymbol,buyPrice,buyPricePotential,sellSymbol,sellPrice,sellPricePotential,buy_ExtraPercent,sell_ExtraPercent,endTimeOrder,
-0.5786292512992387855898415100%,-0.5786292512992387855898415100%,vib,buy-vib_eth,0.0000063970150000,0.0000063970150000,sell-vib_btc,0.00000636,0.00000636,100.00%,0.00%,30/12/2018 23:43:01,
-0.6638962931077300044701246700%,-0.6638962931077300044701246700%,vibe,buy-vibe_eth,0.0000075501250000,0.0000075501250000,sell-vibe_btc,0.00000750,0.00000750,100.00%,0.00%,30/12/2018 23:43:01,
-0.5491362496299123282009802100%,-0.5491362496299123282009802100%,wabi,buy-wabi_eth,0.0000327498412500,0.0000327498412500,sell-wabi_btc,0.00003257,0.00003257,100.00%,0.00%,30/12/2018 23:43:01,
-0.2423764770660030553471273800%,-0.2423764770660030553471273800%,wan,buy-wan_eth,0.0000926245000000,0.0000926245000000,sell-wan_btc,0.00009240,0.00009240,100.00%,0.00%,30/12/2018 23:43:01,
-0.2966729807578137140419401500%,-0.2966729807578137140419401500%,waves,buy-waves_bnb,0.0008096018700000,0.0008096018700000,sell-waves_btc,0.00080720,0.00080720,100.00%,0.00%,30/12/2018 23:43:01,
-0.3915560499085736782315232300%,-0.3915560499085736782315232300%,wings,buy-wings_eth,0.0000210825500000,0.0000210825500000,sell-wings_btc,0.00002100,0.00002100,100.00%,0.00%,30/12/2018 23:43:01,
-1.0242200188556033022049723900%,-1.0242200188556033022049723900%,wpr,buy-wpr_eth,0.0000034857012500,0.0000034857012500,sell-wpr_btc,0.00000345,0.00000345,100.00%,0.00%,30/12/2018 23:43:01,
-0.5721637582254814817102977900%,-0.5721637582254814817102977900%,wtc,buy-wtc_bnb,0.0003107781600000,0.0003107781600000,sell-wtc_btc,0.00030900,0.00030900,100.00%,0.00%,30/12/2018 23:43:01,
-0.2265227465051568106484167400%,-0.2265227465051568106484167400%,xem,buy-xem_bnb,0.0000178604580000,0.0000178604580000,sell-xem_btc,0.00001782,0.00001782,100.00%,0.00%,30/12/2018 23:43:01,
-0.1401650062536108262312685500%,-0.1401650062536108262312685500%,xlm,buy-xlm_eth,0.0000303124875000,0.0000303124875000,sell-xlm_btc,0.00003027,0.00003027,100.00%,0.00%,30/12/2018 23:43:01,
-0.1953722665536802956476708300%,-0.1953722665536802956476708300%,xmr,buy-xmr_eth,0.0125324850000000,0.0125324850000000,sell-xmr_btc,0.01250800,0.01250800,100.00%,0.00%,30/12/2018 23:43:01,
-0.0495993117620898604540885800%,-0.0495993117620898604540885800%,xrp,buy-xrp_btc,0.00009551,0.00009551,sell-xrp_usdt,0.0000954626276973360279742803,0.0000954626276973360279742803,100.00%,0.00%,30/12/2018 23:43:01,
-0.2271424629036024370051160100%,-0.2271424629036024370051160100%,xvg,buy-xvg_eth,0.0000018842800000,0.0000018842800000,sell-xvg_btc,0.00000188,0.00000188,100.00%,0.00%,30/12/2018 23:43:01,
-0.2911822985468956406869220600%,-0.2911822985468956406869220600%,xzc,buy-xzc_btc,0.00151400,0.00151400,sell-xzc_eth,0.0015095915000000,0.0015095915000000,100.00%,0.00%,30/12/2018 23:43:01,
-0.1754471544715447154471544700%,-0.1754471544715447154471544700%,yoyo,buy-yoyo_btc,0.00000369,0.00000369,sell-yoyo_bnb,0.0000036835260000,0.0000036835260000,100.00%,0.00%,30/12/2018 23:43:01,
-0.4143657471240376547864668200%,-0.4143657471240376547864668200%,zec,buy-zec_eth,0.0154510237500000,0.0154510237500000,sell-zec_btc,0.01538700,0.01538700,100.00%,0.00%,30/12/2018 23:43:01,
-0.612114770679743978388371100%,-0.612114770679743978388371100%,zen,buy-zen_bnb,0.0015182937000000,0.0015182937000000,sell-zen_btc,0.00150900,0.00150900,100.00%,0.00%,30/12/2018 23:43:01,
-0.1446888888888888888888888900%,-0.1446888888888888888888888900%,zil,buy-zil_btc,0.00000540,0.00000540,sell-zil_bnb,0.0000053921868000,0.0000053921868000,100.00%,0.00%,30/12/2018 23:43:02,
-0.289392910750998373299008700%,-0.289392910750998373299008700%,zrx,buy-zrx_eth,0.0000833512125000,0.0000833512125000,sell-zrx_btc,0.00008311,0.00008311,100.00%,0.00%,30/12/2018 23:43:02,
