Time,30/12/2018 23:42:00,
1,bnb_btc,  0.00154890
2,btc_bnb,  645.61947188327199948350442249
3,bnb_eth,  0.04285000
4,eth_bnb,  23.337222870478413068844807468
5,bnb_usdt,  5.87195000
6,usdt_bnb,  0.1703011776326433297286250734
7,btc_usdt,  3788.12500000
8,usdt_btc,  0.0002639828411153275037122587
9,eth_btc,  0.03613250
10,btc_eth,  27.675915034940842731612813949
11,eth_usdt,  137.00500000
12,usdt_eth,  0.0072990036859968614284150213
