percent,percentPotential,currency,buySymbol,buyPrice,buyPricePotential,sellSymbol,sellPrice,sellPricePotential,buy_ExtraPercent,sell_ExtraPercent,endTimeOrder,
-0.3310177497395822391185421500%,-0.3310177497395822391185421500%,ae,buy-ae_bnb,0.0001049553990000,0.0001049553990000,sell-ae_eth,0.0001046079780000,0.0001046079780000,100.00%,0.00%,30/12/2018 23:42:06,
-0.1788857292216987763161278100%,-0.1788857292216987763161278100%,ae,buy-ae_bnb,0.0001048876290000,0.0001048876290000,sell-ae_btc,0.00010470,0.00010470,100.00%,0.00%,30/12/2018 23:42:35,
-0.1788857292216987763161278100%,-0.1788857292216987763161278100%,ae,buy-ae_bnb,0.0001048876290000,0.0001048876290000,sell-ae_btc,0.00010470,0.00010470,100.00%,0.00%,30/12/2018 23:43:04,
