percent,percentPotential,currency,buySymbol,buyPrice,buyPricePotential,sellSymbol,sellPrice,sellPricePotential,buy_ExtraPercent,sell_ExtraPercent,endTimeOrder,
-0.5595614676660724073793165400%,-0.5595614676660724073793165400%,amb,buy-amb_bnb,0.0000181817380000,0.0000181817380000,sell-amb_btc,0.00001808,0.00001808,100.00%,0.00%,30/12/2018 23:42:06,
-0.7061496810553723789741503400%,-0.7061496810553723789741503400%,amb,buy-amb_bnb,0.0000183092910000,0.0000183092910000,sell-amb_btc,0.00001818,0.00001818,100.00%,0.00%,30/12/2018 23:42:35,
-0.7061496810553723789741503400%,-0.7061496810553723789741503400%,amb,buy-amb_bnb,0.0000183092910000,0.0000183092910000,sell-amb_btc,0.00001818,0.00001818,100.00%,0.00%,30/12/2018 23:43:04,
