percent,percentPotential,currency,buySymbol,buyPrice,buyPricePotential,sellSymbol,sellPrice,sellPricePotential,buy_ExtraPercent,sell_ExtraPercent,endTimeOrder,
-0.488403094185651139068344100%,-0.488403094185651139068344100%,elf,buy-elf_btc,0.00002941,0.00002941,sell-elf_eth,0.0000292663606500,0.0000292663606500,100.00%,0.00%,30/12/2018 23:42:08,
-0.7649453611365076987530776100%,-0.7649453611365076987530776100%,elf,buy-elf_eth,0.0000294754712500,0.0000294754712500,sell-elf_btc,0.00002925,0.00002925,100.00%,0.00%,30/12/2018 23:42:37,
-0.1659986163307140416809019500%,-0.1659986163307140416809019500%,elf,buy-elf_btc,0.00002927,0.00002927,sell-elf_eth,0.0000292214122050,0.0000292214122050,100.00%,0.00%,30/12/2018 23:43:06,
