percent,percentPotential,currency,buySymbol,buyPrice,buyPricePotential,sellSymbol,sellPrice,sellPricePotential,buy_ExtraPercent,sell_ExtraPercent,endTimeOrder,
-0.2803370525337052533705253400%,-0.2803370525337052533705253400%,rep,buy-rep_btc,0.00215100,0.00215100,sell-rep_eth,0.0021449699500000,0.0021449699500000,100.00%,0.00%,30/12/2018 23:42:14,
-0.2677188422328811097709585800%,-0.2677188422328811097709585800%,rep,buy-rep_bnb,0.0021497553000000,0.0021497553000000,sell-rep_btc,0.00214400,0.00214400,100.00%,0.00%,30/12/2018 23:42:43,
-0.2230756881767650412200217600%,-0.2230756881767650412200217600%,rep,buy-rep_bnb,0.0021477912000000,0.0021477912000000,sell-rep_btc,0.00214300,0.00214300,100.00%,0.00%,30/12/2018 23:43:10,
