percent,percentPotential,currency,buySymbol,buyPrice,buyPricePotential,sellSymbol,sellPrice,sellPricePotential,buy_ExtraPercent,sell_ExtraPercent,endTimeOrder,
-0.2439238558034019187974669300%,-0.2439238558034019187974669300%,dock,buy-dock_eth,0.0000023457217750,0.0000023457217750,sell-dock_btc,0.00000234,0.00000234,100.00%,0.00%,30/12/2018 23:42:08,
-0.6364680086051366487419525900%,-0.6364680086051366487419525900%,dock,buy-dock_eth,0.0000023549887500,0.0000023549887500,sell-dock_btc,0.00000234,0.00000234,100.00%,0.00%,30/12/2018 23:42:37,
-0.1855887575027546282142648200%,-0.1855887575027546282142648200%,dock,buy-dock_eth,0.0000023543694450,0.0000023543694450,sell-dock_btc,0.00000235,0.00000235,100.00%,0.00%,30/12/2018 23:43:06,
