percent,percentPotential,currency,buySymbol,buyPrice,buyPricePotential,sellSymbol,sellPrice,sellPricePotential,buy_ExtraPercent,sell_ExtraPercent,endTimeOrder,
-0.5966231132075471698113207500%,-0.5966231132075471698113207500%,tnt,buy-tnt_btc,0.00000318,0.00000318,sell-tnt_eth,0.0000031610273850,0.0000031610273850,100.00%,0.00%,30/12/2018 23:42:16,
-1.036261519508344389112266300%,-1.036261519508344389112266300%,tnt,buy-tnt_eth,0.0000031930887500,0.0000031930887500,sell-tnt_btc,0.00000316,0.00000316,100.00%,0.00%,30/12/2018 23:42:45,
-1.010229607571235094535050600%,-1.010229607571235094535050600%,tnt,buy-tnt_eth,0.0000031922490450,0.0000031922490450,sell-tnt_btc,0.00000316,0.00000316,100.00%,0.00%,30/12/2018 23:43:12,
